name,price,county,town,address,lng_wgs84,lat_wgs84
恒联名人世家,54979,青浦,赵巷,(青浦赵巷)置发路68弄,121.2183626,31.14555819
南大街14弄,54983,普陀,真如,(普陀真如)南大街14弄,121.3987742,31.2496408
内江路374弄,54984,杨浦,周家嘴路,(杨浦周家嘴路)内江路374弄,121.540907,31.28480995
银涛高尔夫别墅,54986,青浦,徐泾,(青浦徐泾)沪青平公路2222弄,121.2549301,31.16501628
锦泰苑(徐汇),54987,徐汇,华东理工,"(徐汇华东理工)虹梅南路126弄58-70,虹梅南路126弄79-90",121.412359,31.1423108
湖南大厦,55000,普陀,长寿路,(普陀长寿路)长寿路748弄1号,121.4269139,31.23908138
宜川五村,55034,普陀,甘泉宜川,"(普陀甘泉宜川)宜川五村, 华阴路193号, 华阴路195号, 华阴路197号, 华阴路199号, 华阴路201号, 华阴路203号, 华阴路27弄",121.4373314,31.26291864
独立时代,55035,黄浦,蓬莱公园,(黄浦蓬莱公园)陆家浜路456号,121.4933151,31.21273575
梧桐城邦(一期),55037,宝山,大华,(宝山大华)真华路1800弄,121.4077662,31.29162882
上海豪都国际花园(别墅),55050,青浦,徐泾,(青浦徐泾)沪青平公路1881弄,121.2767572,31.16716607
武川路99弄,55050,杨浦,五角场,(杨浦五角场)武川路99弄,121.490671,31.30533131
松江颐景园(别墅),55056,松江,松江老城,(松江松江老城)荣乐西路1058弄,121.2007133,31.01829363
民星路600弄,55057,杨浦,中原,(杨浦中原)民星路600弄,121.5282766,31.31376636
龙柏一村,55064,闵行,龙柏,(闵行龙柏)龙柏一村1-59号,121.3632889,31.1841154
天山路840弄,55066,长宁,中山公园,(长宁中山公园)天山路840弄,121.3985999,31.21395675
绿园十二村,55079,长宁,西郊,"(长宁西郊)福泉路495弄1-26号, 福泉路495弄76-124号",121.3554512,31.20524508
众众德尚世嘉,55095,闵行,颛桥,(闵行颛桥)都市路2899弄,121.3987876,31.07539337
龙州小区,55095,徐汇,华东理工,"(徐汇华东理工)龙州路425弄,龙州路450弄,罗秀路1095弄",121.4226593,31.13073696
河间路1077弄,55110,杨浦,周家嘴路,(杨浦周家嘴路)河间路1077弄,121.541649,31.27561541
合肥路343号,55113,黄浦,新天地,(黄浦新天地)合肥路343号,121.4690442,31.21590301
吉浦小区,55137,杨浦,五角场,(杨浦五角场)吉浦路395弄,121.486898,31.31078444
云雾山路3号,55142,长宁,中山公园,(长宁中山公园)云雾山路3号,121.4036169,31.21658904
世华佳苑,55144,宝山,杨行,(宝山杨行)杨鑫路451弄,121.4315227,31.36806654
玉峰花园,55149,闸北,阳城,(闸北阳城)灵石路999弄,121.4252101,31.2782015
平阳新村四街坊,55151,闵行,古美,(闵行古美)古美西路628弄,121.3854429,31.1358018
胜利小区(虹口),55153,虹口,江湾镇,(虹口江湾镇)广粤路1401弄,121.4615766,31.30428773
英郡别院,55153,松江,松江新城,(松江松江新城)辰塔路1655弄,121.1784191,31.03327204
紫逸佳苑,55166,宝山,高境,(宝山高境)三门路649弄,121.4819923,31.31378935
御品园林,55168,青浦,徐泾,(青浦徐泾)徐南路1188弄,121.2664427,31.15254681
金俊苑,55169,闵行,金汇,(闵行金汇)虹井路368弄,121.3658696,31.1797744
洛川路30弄,55171,普陀,甘泉宜川,(普陀甘泉宜川)洛川路30弄,121.4397115,31.26460149
国中公寓,55173,杨浦,鞍山,(杨浦鞍山)阜新路20弄1-2号,121.499899,31.27479081
企业公馆,55177,闸北,不夜城,(闸北不夜城)共和路219号,121.4540207,31.24651282
山阴路351号,55178,虹口,鲁迅公园,(虹口鲁迅公园)山阴路351号,121.4808057,31.27137654
九英里,55179,宝山,共康,(宝山共康)长临路1318弄,121.4275895,31.33266863
好世凤凰城,55181,闵行,颛桥,(闵行颛桥)银都路3536弄,121.3871289,31.09298263
广中路310弄,55185,虹口,凉城,(虹口凉城)广中路310弄,121.469463,31.27992009
保利御樽苑(别墅),55185,浦东,唐镇,"(浦东唐镇)唐兴路191弄, 唐镇路138弄",121.6466469,31.20659092
忠烈小区,55186,虹口,江湾镇,"(虹口江湾镇)场中路32弄, 场中路36号, 场中路46号",121.4743714,31.30892422
沽源小区,55188,虹口,江湾镇,(虹口江湾镇)沽源路110弄,121.4727077,31.30463564
永嘉路39弄,55196,黄浦,淮海中路,(黄浦淮海中路)永嘉路39弄,121.4583612,31.21197623
新申小区,55197,虹口,江湾镇,(虹口江湾镇)新市南路918弄,121.4756494,31.29891958
明泉公寓,55212,闵行,七宝,(闵行七宝)漕宝路3158弄,121.3500769,31.15674544
金阳怡景,55212,普陀,长风,(普陀长风)枣阳路297弄,121.3973858,31.23536927
水清路759弄,55214,闵行,莘庄,(闵行莘庄)水清路759弄,121.3731046,31.12405422
大上海国际花园八区,55216,闵行,静安新城,(闵行静安新城)漕宝路1555弄八区1-18号,121.3731627,31.16513815
古桐六村,55219,浦东,张江,(浦东张江)高斯路986弄,121.6068898,31.20367263
泰景苑,55241,闵行,七宝,(闵行七宝)七莘路3128弄25支弄,121.3442215,31.15954233
三林新村(永泰路468弄),55242,浦东,三林,(浦东三林)永泰路468弄,121.5084151,31.13966639
延长西路15号,55245,普陀,甘泉宜川,(普陀甘泉宜川)延长西路15号,121.4382014,31.26666431
古美七村,55254,闵行,古美,(闵行古美)平阳路50弄,121.4041224,31.14522592
华延公寓,55254,普陀,甘泉宜川,(普陀甘泉宜川)延长西路677弄28-34号,121.4232986,31.26183576
开鲁三村,55257,杨浦,中原,(杨浦中原)开鲁三村,121.5249266,31.32560088
梅陇四村,55258,徐汇,华东理工,(徐汇华东理工)梅陇四村,121.414939,31.13915519
广盛苑,55264,闸北,阳城,(闸北阳城)灵石路963弄,121.426054,31.27966812
宏翔公寓,55271,杨浦,黄兴公园,(杨浦黄兴公园)翔殷路309弄,121.5364745,31.3086178
建德花园海棠苑,55275,普陀,长征,(普陀长征)棕榈路300弄,121.3568077,31.2392306
阳明国际花苑,55289,闵行,莘庄,"(闵行莘庄)水清路588弄（一、二、三期）,山花路65弄（四期）,山花路108弄（五期）",121.3759992,31.12373425
剑河小区,55302,长宁,北新泾,"(长宁北新泾)剑河路230号,剑河路200号,剑河路260号",121.3638588,31.22000057
运光路55号,55304,虹口,曲阳,(虹口曲阳)运光路55号,121.4895458,31.29242104
工农四村五街坊,55315,杨浦,中原,"(杨浦中原)工农四村105-121号,工农四村125-127号,工农四村130-133号",121.5363281,31.32549606
梅川雅苑,55317,嘉定,丰庄,(嘉定丰庄)梅川路1566弄,121.3693791,31.2505325
海上国际,55319,杨浦,鞍山,(杨浦鞍山)控江路2068号,121.505574,31.2751401
老沪太路270号,55328,闸北,大宁,(闸北大宁)老沪太路270号,121.4466589,31.26956517
鸿发家园,55332,闵行,古美,"(闵行古美)古美西路899弄,龙茗路513弄95支弄",121.3806599,31.13196371
德州大楼,55333,浦东,世博,"(浦东世博)德州路246号,德州路254号,德州路262号",121.4796148,31.16854289
新市北路1491弄,55334,虹口,江湾镇,(虹口江湾镇)新市北路1491弄,121.47694,31.30662833
万安路956号,55340,虹口,江湾镇,(虹口江湾镇)万安路956号,121.4677718,31.30291779
芷江中路495弄,55340,闸北,西藏北路,(闸北西藏北路)芷江中路495弄,121.4640954,31.26105321
顾路公寓,55376,浦东,曹路,(浦东曹路)水洞港路69弄,121.6612957,31.29630925
志园公寓,55377,闸北,西藏北路,(闸北西藏北路)止园路288弄,121.4648683,31.25965735
隆昌路696弄,55380,杨浦,周家嘴路,(杨浦周家嘴路)隆昌路696弄,121.535198,31.28426021
三林世博家园(板泉路2101弄),55384,浦东,三林,(浦东三林)板泉路2101弄,121.5276496,31.16938365
益文苑,55388,闵行,梅陇,(闵行梅陇)益文路100弄,121.4068931,31.13931508
清池苑,55395,长宁,北新泾,"(长宁北新泾)清池路200弄,清池路110弄,清池路88号",121.3625765,31.22400759
虹宸易居,55397,虹口,北外滩,(虹口北外滩)公平路469弄,121.4992796,31.25809541
悦景苑,55397,松江,九亭,(松江九亭)松江亭南路208弄1-79号,121.3256344,31.12631367
民星住宅小区,55399,杨浦,中原,"(杨浦中原)包头路300弄,嫩江路857-867号",121.5343387,31.31604222
阳光城魔都,55415,浦东,唐镇,(浦东唐镇)高科东路777弄,121.6526359,31.21584357
同润别庄,55415,松江,莘闵别墅,(松江莘闵别墅)新南路555弄,121.343334,31.09229319
新长小区,55424,普陀,甘泉宜川,(普陀甘泉宜川)新村路248弄,121.4295923,31.26809242
嘉华苑(普陀),55424,普陀,甘泉宜川,(普陀甘泉宜川)交通西路48弄,121.4439802,31.25657172
延长小区(普陀),55428,普陀,甘泉宜川,"(普陀甘泉宜川)延长西路40弄, 新村路50弄, 延长西路10-24双号, 沪太路788弄, 沪太路792弄, 延长西路24号",121.43781,31.26725262
长白一村,55429,杨浦,控江路,(杨浦控江路)控江路196号,121.5439369,31.29125615
静安新城九区,55434,闵行,静安新城,(闵行静安新城)漕宝路1467弄九区,121.3747689,31.16198676
梅陇路394弄,55438,徐汇,华东理工,(徐汇华东理工)梅陇路394弄,121.4115539,31.13936089
春意苑,55451,闵行,古美,(闵行古美)虹莘路1518弄28支弄,121.381219,31.13051057
环镇南路87号,55452,闵行,金虹桥,(闵行金虹桥)环镇南路87号,121.3887784,31.17662632
永宁路122弄,55454,浦东,金桥,(浦东金桥)永宁路122弄,121.6068498,31.26886901
华阴路97号,55459,普陀,甘泉宜川,(普陀甘泉宜川)华阴路97号,121.4410363,31.26272341
志丹公寓,55461,普陀,甘泉宜川,"(普陀甘泉宜川)志丹路295弄,志丹路303弄",121.4247801,31.26935914
复泰景苑,55466,闵行,航华,(闵行航华)航中路288弄,121.3493425,31.17258023
梅福花苑,55479,虹口,江湾镇,(虹口江湾镇)场中路842弄,121.4616462,31.30750781
香树丽舍,55488,闵行,莘庄,(闵行莘庄)水清路999弄,121.3696194,31.12773619
真北新村三街坊,55493,普陀,真如,(普陀真如)大渡河路1927弄,121.3935741,31.26038467
由由二村,55497,浦东,北蔡,"(浦东北蔡)严民路40弄,严镇路75弄1-28号",121.5237238,31.19424662
金地格林世界(柯玛仕庄园),55506,嘉定,南翔,(嘉定南翔)芳林路555弄,121.3154688,31.30199284
双山小区,55517,普陀,甘泉宜川,"(普陀甘泉宜川)双山路55弄,双山路101弄,双山路131弄,双山路161弄,新村路570弄",121.4198652,31.26325576
凉东小区,55526,虹口,凉城,"(虹口凉城)车站南路406弄,车站南路460弄",121.468917,31.29650783
新市南路1130弄,55528,虹口,江湾镇,(虹口江湾镇)新市南路1130弄,121.4761398,31.30085221
古美西路316弄,55537,闵行,古美,(闵行古美)古美西路316弄30-166号,121.3912508,31.13578786
莘松二村,55538,闵行,莘庄,(闵行莘庄)莘潭路411弄,121.3665998,31.1091886
章家巷小区,55542,普陀,甘泉宜川,"(普陀甘泉宜川)甘泉路241弄,延长西路526弄,延长西路540弄,志丹路170弄1-24号",121.4288387,31.26290061
新梅绿岛苑,55547,宝山,共康,(宝山共康)场北路399弄,121.425868,31.33615875
君临颐和花园,55549,闵行,颛桥,(闵行颛桥)银都路3535弄,121.3880116,31.09211969
嘉骏香山苑,55554,宝山,淞南,(宝山淞南)通南路328弄,121.4643331,31.34025021
图们路28号,55556,杨浦,控江路,(杨浦控江路)图们路28号,121.5424622,31.29314878
御桥花园,55567,浦东,御桥,"(浦东御桥)御青路228弄,御青路328弄,御山路347弄",121.5679468,31.15817704
临汾小区,55568,闸北,彭浦,"(闸北彭浦)临汾路375弄, 临汾路363号, 临汾路355号, 临汾路367号, 临汾路371号, 阳曲路181弄",121.4543515,31.31262045
东苑新天地,55570,闵行,莘庄,"(闵行莘庄)疏影路711弄,疏影路758弄",121.363172,31.12200348
中兴路820号,55576,闸北,西藏北路,(闸北西藏北路)中兴路820号,121.4658417,31.25548324
德州五村,55581,浦东,世博,"(浦东世博)灵岩路79弄, 德州路210弄, 德州路220弄, 德州路230弄, 德州路214号, 德州路216号, 德州路218号, 德州路222号, 德州路224号, 德州路226号",121.4908042,31.16814424
海阳新村,55583,浦东,三林,"(浦东三林)海阳路598弄, 海阳路530弄, 灵岩南路380弄, 灵岩南路410弄, 长清路937弄, 长清路967弄, 长清路977弄",121.4895532,31.15601273
康虹佳园(别墅),55586,青浦,徐泾,(青浦徐泾)老沪青平公路185弄,121.3059239,31.17722168
由由一村,55593,浦东,北蔡,"(浦东北蔡)严杨路30弄,严杨路165弄,严杨路60弄,严杨路45弄",121.5253255,31.19683062
华润中央公园(芳礼路99弄)(公寓),55616,嘉定,南翔,(嘉定南翔)芳礼路99弄,121.3072918,31.31194474
国和二村,55616,杨浦,中原,(杨浦中原)国和二村,121.5243539,31.32191852
锦辉绿园,55620,宝山,通河,(宝山通河)爱辉路28弄,121.4485866,31.3295515
昌五小区,55629,浦东,世博,"(浦东世博)昌里东路650弄, 南码头路1453弄, 南码头路1521弄1-27号",121.5120208,31.18080674
大华公园世家康华苑,55631,宝山,大华,"(宝山大华)华灵路1681弄,华灵路1581弄,华灵路1781弄",121.4054712,31.28306876
泾阳路129弄,55633,普陀,长征,(普陀长征)泾阳路129弄,121.359609,31.24020177
国和路600弄,55642,杨浦,中原,(杨浦中原)国和路600弄,121.5132857,31.31549186
梅苑,55646,徐汇,华东理工,(徐汇华东理工)虹梅南路126弄31-54号,121.4114907,31.14114594
久阳文华府邸(别墅),55651,松江,松江新城,(松江松江新城)新松江路2218弄,121.1885671,31.04151475
玉华东苑,55657,宝山,大华,(宝山大华)真华路1600弄,121.4074321,31.28842509
吴中路870弄,55657,闵行,金虹桥,(闵行金虹桥)吴中路870弄,121.386806,31.18109566
文华苑(虹口),55665,虹口,凉城,(虹口凉城)车站北路727弄,121.4606347,31.29835493
丰镇路16弄,55667,虹口,江湾镇,(虹口江湾镇)丰镇路16弄,121.4732579,31.30661097
丰业广元公寓,55668,徐汇,徐家汇,"(徐汇徐家汇)广元西路303号,广元西路305号",121.4283783,31.19727261
海珀晶华(一期),55672,青浦,徐泾,(青浦徐泾)沪青平公路2059弄,121.2619723,31.16306225
中鼎豪园,55677,普陀,真光,(普陀真光)清涧路68弄,121.384096,31.26436766
市京一村,55679,杨浦,中原,(杨浦中原)国和路952号,121.520144,31.32095704
广中路330号,55680,虹口,凉城,(虹口凉城)广中路330号,121.4691269,31.2800371
西郊家园(长宁),55680,长宁,西郊,(长宁西郊)虹桥路2328弄,121.366277,31.19189446
广中路384号,55696,虹口,凉城,(虹口凉城)广中路384号,121.4684288,31.28027413
新浦江城(江桦路400弄),55706,闵行,浦江,(闵行浦江)江桦路400弄,121.4883284,31.10585522
虹桥正荣府,55716,青浦,徐泾,(青浦徐泾)徐和路165弄,121.2747367,31.16041511
东新大厦,55720,黄浦,豫园,(黄浦豫园)浙江南路78号,121.4775468,31.23031222
都荟贤居,55727,闸北,不夜城,(闸北不夜城)芷江西路386号,121.4543276,31.25857079
华山路639号,55735,静安,静安寺,(静安静安寺)华山路639号,121.4362392,31.21853999
虹梅南路96弄,55735,徐汇,华东理工,(徐汇华东理工)虹梅南路96弄,121.4108992,31.14221306
真光新村,55755,普陀,真光,(普陀真光)真北路2087弄52支弄,121.3860531,31.25667025
甘泉公寓,55763,普陀,甘泉宜川,(普陀甘泉宜川)双山路167弄,121.419105,31.26471264
池沟路200弄,55770,虹口,江湾镇,(虹口江湾镇)池沟路200弄,121.4750048,31.30463053
古美八村,55779,闵行,古美,(闵行古美)莲花路310弄,121.3972584,31.14076931
松花江路40弄,55790,杨浦,控江路,(杨浦控江路)松花江路40弄,121.5399779,31.29927585
甘泉三村,55794,普陀,甘泉宜川,(普陀甘泉宜川)甘泉三村,121.4222917,31.26320337
真光新秀,55795,普陀,真光,"(普陀真光)子洲路238弄,子洲路330弄",121.3851889,31.25700128
虹桥融景,55796,青浦,徐泾,(青浦徐泾)沪青平公路1638弄,121.2911261,31.17509578
岚皋路401弄,55798,普陀,真如,(普陀真如)岚皋路401弄,121.4170633,31.25590414
古桐公寓,55800,浦东,张江,(浦东张江)古桐南路117弄1-53号,121.6112495,31.20332891
天歌大厦,55802,黄浦,打浦桥,(黄浦打浦桥)中山南一路1065号,121.4677466,31.19804851
广苑小区,55813,虹口,凉城,(虹口凉城)广粤路577弄,121.4623613,31.29584754
闻喜路1202弄,55821,闸北,彭浦,(闸北彭浦)闻喜路1202弄,121.4381827,31.31035296
工汇花苑,55828,普陀,甘泉宜川,(普陀甘泉宜川)交通路2107弄,121.4315203,31.2600029
建德花园牡丹苑,55834,普陀,长征,(普陀长征)同普路1501弄,121.3556022,31.23418007
保利叶之林(二期),55835,宝山,上大,(宝山上大)塘祁路577弄,121.371988,31.32666877
翔殷大楼,55836,杨浦,中原,"(杨浦中原)翔殷路900号,翔殷路910号",121.5195081,31.30498029
莘东路12弄,55844,闵行,莘庄,(闵行莘庄)莘东路12弄,121.3736888,31.10826149
玉兰小区,55845,浦东,北蔡,"(浦东北蔡)莲中路337弄,莲溪路550弄",121.5545252,31.18234054
罗秀新村,55847,徐汇,长桥,(徐汇长桥)罗秀新村,121.4419813,31.13493943
莲溪六村,55853,浦东,北蔡,"(浦东北蔡)莲溪路126弄,莲园路555弄",121.5549947,31.18816259
成亿花园,55859,闸北,永和,"(闸北永和)原平路1028弄,原平路1029弄",121.4259049,31.29906403
大华三村二街坊,55862,宝山,大华,(宝山大华)行知路251弄,121.4135162,31.28511866
通阁路135弄,55873,闸北,西藏北路,(闸北西藏北路)通阁路135弄,121.4662266,31.26085185
绿园四村,55874,长宁,西郊,(长宁西郊)淞虹路905弄,121.3583856,31.20643316
景瑞花园,55884,虹口,江湾镇,(虹口江湾镇)万安路669弄,121.4742504,31.30282015
西郊公寓龙柏一村北区,55899,闵行,龙柏,(闵行龙柏)黄桦路568弄,121.3631579,31.18699717
南泉苑,55902,普陀,甘泉宜川,"(普陀甘泉宜川)西乡路91弄,西乡路105弄,平利路90弄",121.4217693,31.27091768
昌四小区,55903,浦东,世博,"(浦东世博)昌里东路500弄,昌里东路550弄,南码头路1550弄,南码头路1696弄",121.5103807,31.1794854
交通路3193弄,55908,普陀,万里,(普陀万里)交通路3193弄,121.4067128,31.26370333
绿庭悦公馆,55912,松江,松江新城,(松江松江新城)新松江路555弄,121.2235573,31.04072857
文苑小区(虹口),55913,虹口,凉城,"(虹口凉城)车站北路715弄,车站北路716弄,车站北路732弄",121.461783,31.29953853
平型关路255弄,55927,闸北,闸北公园,(闸北闸北公园)平型关路255弄,121.4613135,31.2717224
宜川一村,55951,普陀,甘泉宜川,(普陀甘泉宜川)宜川一村,121.4365118,31.26132548
东方花园(一期),55955,闵行,七宝,(闵行七宝)七莘路2288弄,121.3572252,31.14679044
北石路142号,55956,普陀,真如,(普陀真如)北石路142号,121.3977774,31.25007572
未名园,55961,闵行,梅陇,(闵行梅陇)莲花南路588弄,121.3997577,31.12223324
望族城,55963,徐汇,万体馆,(徐汇万体馆)漕溪路251弄,121.4305069,31.17144854
佳伟小区,55968,虹口,凉城,"(虹口凉城)奎照路647弄,奎照路679弄",121.4686617,31.3022601
王满小区,55972,长宁,西郊,(长宁西郊)哈密路1800弄,121.3655821,31.19785057
万荣小区,55974,闸北,阳城,"(闸北阳城)灵石路733弄,灵石路735弄,灵石路737弄,彭越浦路800弄",121.432593,31.28697164
昌鑫协和园,55982,宝山,通河,(宝山通河)一二八纪念路811弄,121.4454224,31.32827492
艺康苑,55990,宝山,共康,"(宝山共康)共康路88弄,保德路1238弄",121.4394036,31.32319397
世纪花苑,55996,闸北,大宁,(闸北大宁)沪太路909弄1-25号,121.4287757,31.27410432
三门路36弄,56001,杨浦,中原,(杨浦中原)三门路36弄,121.5119591,31.31346367
绿洲江南园,56003,青浦,朱家角,"(青浦朱家角)绿洲江南园, 课植园路158弄",121.0560938,31.11811975
万荣新苑,56005,闸北,阳城,(闸北阳城)灵石路739弄,121.4339802,31.288414
奎照小区,56006,虹口,凉城,(虹口凉城)奎照路1000弄,121.4606439,31.30159443
控江路802弄,56015,杨浦,控江路,(杨浦控江路)控江路802弄,121.5318012,31.28555366
上南大厦,56021,浦东,世博,"(浦东世博)云台路111号,云台路115号",121.496708,31.18422019
怡佳公寓,56026,普陀,桃浦,(普陀桃浦)连亮路111弄,121.3839494,31.29200205
春江花悦园,56027,浦东,高行,(浦东高行)金高路988弄,121.6036055,31.28757238
荣和怡景园,56027,普陀,桃浦,(普陀桃浦)武威东路821弄1-33号,121.3851347,31.27704027
济阳一村,56030,浦东,世博,"(浦东世博)济阳路95弄, 西营路170弄, 德州路420弄, 德州路436号, 德州路432号, 德州路430号, 德州路434号, 德州路438号, 德州路440号, 德州路442号, 德州路444号, 德州路446号, 德州路448号, 德州路450号, 德州路452号, 德州路454号, 德州路456号",121.4780836,31.16819435
延吉中路310弄,56031,杨浦,黄兴公园,(杨浦黄兴公园)延吉中路310弄,121.5209447,31.28376797
长桥三村,56032,徐汇,长桥,(徐汇长桥)长桥三村,121.4374175,31.13636184
控江绿苑,56039,杨浦,周家嘴路,(杨浦周家嘴路)控江路129弄,121.5418204,31.28705124
华能城市花园,56044,宝山,淞宝,(宝山淞宝)牡丹江路1298弄1-86号,121.4804939,31.39828087
甘泉苑,56048,普陀,甘泉宜川,"(普陀甘泉宜川)平利路21弄,灵石路1082弄,志丹路501弄,平利路41弄,平利路87弄",121.4251908,31.27196401
长桥八村,56055,徐汇,长桥,(徐汇长桥)长桥八村,121.4354213,31.13392268
济阳二村,56062,浦东,世博,"(浦东世博)耀华路500弄,耀华路560号,耀华路570号,耀华路580号,德州路421弄,西营路44弄",121.4771237,31.17403307
梅陇五村,56063,徐汇,华东理工,(徐汇华东理工)凌云路5弄,121.4174532,31.13567641
明丰花园,56077,浦东,三林,(浦东三林)杨高南路5055弄,121.526333,31.15237824
国和一村,56090,杨浦,中原,(杨浦中原)国和一村,121.5219102,31.31793115
奎照路4弄,56092,虹口,江湾镇,(虹口江湾镇)奎照路4弄,121.4764597,31.30165025
新村路400弄,56104,普陀,甘泉宜川,(普陀甘泉宜川)新村路400弄,121.4240952,31.26672101
金浜路105弄,56119,长宁,西郊,(长宁西郊)金浜路105弄,121.3569179,31.20013124
科兰公寓,56125,虹口,凉城,(虹口凉城)广灵四路360弄,121.4689256,31.28966776
古桐四村,56133,浦东,张江,(浦东张江)高斯路1122弄1-32,121.610223,31.20192524
建中路171弄,56136,浦东,张江,(浦东张江)建中路171弄,121.6107108,31.20467394
金杨新村十一街坊,56145,浦东,金杨,"(浦东金杨)杨高中路750弄,枣庄路1029弄",121.5820687,31.24888055
梧桐城邦(二期),56151,宝山,大华,(宝山大华)真华路1801弄,121.4057318,31.29139201
控江路110号,56151,杨浦,控江路,(杨浦控江路)控江路110号,121.5434105,31.29098013
海州路71弄,56176,杨浦,周家嘴路,(杨浦周家嘴路)海州路71弄,121.5435299,31.26950014
公园天下,56177,闵行,莘庄,(闵行莘庄)西园路128弄,121.3683598,31.10227238
金杨七街坊,56179,浦东,金杨,"(浦东金杨)金口路471弄,金口路411弄,枣庄路810弄,枣庄路998弄",121.5756446,31.25052062
盈港花园(别墅),56180,青浦,盈浦,"(青浦盈浦)淀湖路155弄,胜利路385弄",121.0987417,31.15694491
盈港花园一村,56180,青浦,盈浦,(青浦盈浦)胜利路195弄,121.1002192,31.15675871
晶钻博华(公寓),56181,虹口,鲁迅公园,(虹口鲁迅公园)甜爱路128弄1-4号,121.4792404,31.26970219
毕加索小镇(一期)(公寓),56184,浦东,唐镇,(浦东唐镇)春泉路45弄,121.6430247,31.21765169
由由三村,56192,浦东,北蔡,"(浦东北蔡)严中路140弄,严杨路116弄,严杨路166弄",121.5267914,31.19494131
锦绣河山,56195,浦东,金杨,(浦东金杨)博山东路20弄1-7号,121.5549973,31.24895699
中山家具大厦,56215,闸北,不夜城,(闸北不夜城)中山北路1060号,121.4458309,31.25977012
浦江坤庭—翠御,56220,闵行,浦江,(闵行浦江)浦秀路1385弄,121.4854585,31.09436642
镇北小区,56248,虹口,江湾镇,(虹口江湾镇)逸仙路1230弄1-31号,121.4799876,31.31624158
吴中路730弄,56250,闵行,金虹桥,(闵行金虹桥)吴中路730弄,121.389544,31.18253303
杉林新月环林东路799弄,56253,浦东,三林,(浦东三林)环林东路799弄,121.5264288,31.14474837
古桐二村,56258,浦东,张江,(浦东张江)高斯路1296弄2-43号,121.6132886,31.20258469
长桥四村,56259,徐汇,长桥,(徐汇长桥)长桥四村,121.4335082,31.13676494
三湘盛世花园,56264,宝山,张庙,"(宝山张庙)一二八纪念路688弄,一二八纪念路788弄",121.4453621,31.32744287
北石路77号,56264,普陀,真如,(普陀真如)北石路77号,121.3995796,31.25085997
舒乐小区,56275,徐汇,华东理工,(徐汇华东理工)老沪闵路1039弄,121.4302703,31.13317784
锦南浦三小区,56277,浦东,南码头,"(浦东南码头)浦三路635弄, 浦三路637弄50支弄",121.5121823,31.19040275
逸仙小区,56304,虹口,江湾镇,(虹口江湾镇)场中路4弄,121.4796596,31.30907964
东源名都,56315,浦东,高行,"(浦东高行)双桥路1139弄, 双桥路1108弄（金高路977弄）",121.6107984,31.28561108
控江路764弄,56315,杨浦,控江路,(杨浦控江路)控江路764弄,121.5337392,31.28601226
内江路384弄,56320,杨浦,周家嘴路,(杨浦周家嘴路)内江路384弄,121.5406924,31.28553713
双泉公寓,56322,普陀,甘泉宜川,"(普陀甘泉宜川)延长西路775号, 延长西路781弄, 延长西路779号",121.4217104,31.26123831
金原新苑,56325,普陀,甘泉宜川,"(普陀甘泉宜川)延长西路677弄,交通路2395弄",121.4242014,31.26100491
宜洛馨苑,56326,普陀,甘泉宜川,(普陀甘泉宜川)交通路1913弄,121.4348959,31.25831524
古美西路420弄,56329,闵行,古美,(闵行古美)古美西路420弄,121.3898051,31.1352714
罗山七村,56329,浦东,金杨,"(浦东金杨)龙居路191弄,博山东路173弄2-38号",121.5592264,31.25377921
广海花园,56344,闵行,七宝,(闵行七宝)七莘路2315弄,121.3499651,31.14715858
新村路414号,56349,普陀,甘泉宜川,(普陀甘泉宜川)新村路414号,121.4241992,31.2673459
柳林公寓,56350,虹口,凉城,(虹口凉城)柳营路45弄,121.4651532,31.27388571
爱法花园(二期),56352,浦东,曹路,(浦东曹路)民耀路423弄,121.6504611,31.27235115
新梅广场,56357,闵行,古美,(闵行古美)沪闵路6666弄,121.3849403,31.12306914
水电路1130弄3号,56359,虹口,凉城,(虹口凉城)水电路1130弄3号,121.4724703,31.28951113
古美五村,56359,闵行,古美,(闵行古美)顾戴路35弄,121.4033924,31.14816491
工农四村联银公寓,56363,杨浦,中原,"(杨浦中原)工农四村122-124号,工农四村128-129号,工农四村134-140号",121.5347744,31.32671004
永和路448弄,56363,闸北,阳城,(闸北阳城)永和路448弄,121.4345824,31.28925175
中原路99弄,56373,杨浦,中原,(杨浦中原)中原路99弄,121.5263743,31.31575982
德州七村,56377,浦东,世博,"(浦东世博)德州路380弄, 德州路350弄",121.4815212,31.16829412
临沂七村,56378,浦东,南码头,"(浦东南码头)临沂路101弄, 浦三路277弄, 兰陵路24弄",121.5098008,31.19775252
车站南路407弄,56380,虹口,凉城,(虹口凉城)车站南路407弄,121.4690925,31.2963664
虹井小区,56380,闵行,金汇,(闵行金汇)虹井路788弄4-24号,121.3645655,31.18835353
世界路91弄,56393,杨浦,中原,(杨浦中原)世界路91弄,121.5211353,31.32118818
水清年华花园,56402,闵行,七宝,(闵行七宝)沪松公路565弄,121.338288,31.15207017
兰港大楼,56408,杨浦,五角场,(杨浦五角场)逸仙路167弄,121.4845899,31.29808559
仁德小区,56409,虹口,江湾镇,"(虹口江湾镇)仁德路410弄,仁德路420弄,仁德路400弄",121.4784891,31.30529955
华欣苑(公寓),56426,宝山,大华,(宝山大华)华灵路1225弄,121.4156073,31.28606977
