name,price,county,town,address,lng_wgs84,lat_wgs84
上海玫瑰园商贸城,5442,奉贤,奉城,(奉贤奉城)南奉公路999弄,121.6175382,30.91582296
平安家园,5523,奉贤,四团,(奉贤四团)平福路1625弄,121.7391731,30.89831289
燎原农场,6034,奉贤,海湾,"(奉贤海湾)燎原农场运输楼, 燎原农场供销楼, 燎原农场燎原设备楼, 燎原农场医院楼, 燎原农场场部楼",121.652068,30.86129388
褚聚街4号,6090,奉贤,奉城,(奉贤奉城)褚聚街4号,121.612381,30.90252934
泊兰花苑,6412,松江,泗泾,(松江泗泾)张泾路1339弄,121.2758464,31.10452387
屯北新村,6513,青浦,白鹤,(青浦白鹤)屯北新村,121.0750189,31.26108806
嘉城名苑,6730,嘉定,嘉定老城,(嘉定嘉定老城)城中路72弄,121.2432306,31.38290395
中海万锦城(四期),6885,闸北,不夜城,(闸北不夜城)永兴路928弄,121.4550564,31.25270775
新开河路500号,7015,崇明,崇明其它,(崇明崇明其它)新开河路500号,121.5238325,31.58255545
阳光理想城,7272,松江,新桥,(松江新桥)联阳路12弄,121.2823309,31.02622216
长江农场商业楼,7326,崇明,崇明其它,(崇明崇明其它)长江农场商业楼,121.533905,31.67837233
响椿路62弄,7409,崇明,崇明其它,(崇明崇明其它)响椿路62弄,121.5671925,31.62212983
金旭花园,7438,金山,山阳,(金山山阳)金旭花园,121.3272408,30.73907139
枫阳新村,7610,金山,枫泾,(金山枫泾)枫阳新村53号,121.0146038,30.89608706
海上普罗旺斯,7615,上海周边,海门,(上海周边海门)海长路1号,121.4197027,31.78026193
世达物流中心,7895,上海周边,嘉兴,(上海周边嘉兴)乍王路518号,121.0715178,30.61122688
长丰新村,7917,奉贤,青村,(奉贤青村)长丰新村,121.5773593,30.92597064
前进农场供应站,7973,崇明,崇明其它,(崇明崇明其它)前进农场供应站,121.524521,31.62958393
蒋庄小区,8000,金山,山阳,(金山山阳)蒋庄路,121.3521904,30.80906892
跃进一村,8121,崇明,崇明其它,(崇明崇明其它)跃进一村,121.226055,31.81359557
两港批发部,8161,浦东,宣桥,(浦东宣桥)南六公路699弄,121.7027008,31.07504076
钱商大街381弄,8302,金山,金山,(金山金山)钱商大街381弄,121.247908,30.78092503
美隆大厦,8406,宝山,大华,(宝山大华)大华三路81号,121.414087,31.27828001
跃淞新村,8820,崇明,崇明其它,(崇明崇明其它)跃淞新村,121.23005,31.79282531
田园风光小区,9080,上海周边,海门,(上海周边海门)田园风光小区,121.4275932,31.79487178
供销新村,9133,崇明,崇明其它,(崇明崇明其它)供销新村,121.5341783,31.67954385
绿地卡米小城,9259,上海周边,昆山,(上海周边昆山)外青松公路988号,121.1370417,31.30745407
元件二村,9294,崇明,崇明其它,(崇明崇明其它)长江农场元件二村,121.5332143,31.6720239
东南新村(崇明),9328,崇明,崇明其它,(崇明崇明其它)红星农场东南新村,121.3598905,31.79363107
干巷镇河南街44弄,9359,金山,廊下,(金山廊下)干巷镇河南街44弄,121.185945,30.78614026
高林水乡花园,9489,上海周边,昆山,(上海周边昆山)高林水乡花园,120.8558344,31.11805833
秦峰公寓,9514,上海周边,昆山,(上海周边昆山)秦峰公寓,121.0086966,31.35256152
亚太广场,9558,上海周边,昆山,(上海周边昆山)兆丰路18号,121.1493287,31.28734027
世昶生活广场,9568,嘉定,安亭,"(嘉定安亭)新源路58号,新源路66弄",121.1548518,31.2922741
永春北路127弄,9846,浦东,大团镇,(浦东大团镇)永春北路127弄,121.7359811,30.9785198
唐朝酒店,9909,嘉定,安亭,(嘉定安亭)宝安公路4339号,121.222436,31.31895832
南府二村,10027,奉贤,青村,(奉贤青村)南府二村,121.5381865,30.86996874
祥实金港世纪,10066,浦东,书院镇,"(浦东书院镇)老芦公路868号,老芦公路841号",121.8477208,30.98076985
月亮湾大花园,10071,上海周边,苏州,(上海周边苏州)汾湖康力大道558号,120.8470172,31.05040093
叶榭世纪花苑,10158,松江,叶榭,(松江叶榭)政府路201弄,121.308334,30.94536888
花苑新村(昆山),10187,上海周边,昆山,(上海周边昆山)花桥镇花苑新村,121.0710475,31.30386259
新海一村,10327,崇明,崇明其它,"(崇明崇明其它)振兴路28弄, 新海一村",121.2915187,31.82072653
乍浦东方巴黎城,10336,上海周边,嘉兴,(上海周边嘉兴)乍浦东方巴黎城,121.0951227,30.61286489
跃高新村,10343,崇明,崇明其它,(崇明崇明其它)跃高新村,121.2347491,31.83444626
绿岛江湾城,10395,崇明,崇明其它,(崇明崇明其它)西北角永兴西路长征农场北首,121.3739261,31.79202715
洪联新村,10424,崇明,崇明其它,(崇明崇明其它)洪联新村,121.3659349,31.78614366
南桥金水领寓,10480,奉贤,南桥,(奉贤南桥)嘉园路1号,121.4908568,30.95563486
跃进新村,10482,崇明,崇明其它,(崇明崇明其它)跃进新村,121.2221992,31.81414797
复地金石湾领墅,10528,金山,山阳,(金山山阳)浦卫公路16299号,121.3587739,30.75274292
洪中二村,10609,崇明,崇明其它,(崇明崇明其它)红星农场洪中二村,121.3675624,31.79329956
乐禧汇禧厥,10627,金山,山阳,(金山山阳)同凯路40弄,121.359357,30.73259311
金水佳苑,10635,奉贤,南桥,(奉贤南桥)广丰路100弄,121.4930972,30.95993653
张江人才公寓,10714,浦东,合庆,(浦东合庆)胜利路836号,121.6967429,31.24902149
新海二村,10741,崇明,崇明其它,(崇明崇明其它)新海二村,121.2938655,31.82075931
景浦苑,10858,上海周边,嘉兴,(上海周边嘉兴)景浦苑,121.0967143,30.60628753
唐城街59号,10948,奉贤,奉城,(奉贤奉城)唐城街59号,121.6900323,30.92962958
爱久家园,10987,杨浦,中原,(杨浦中原)国伟路300号,121.5285173,31.33390857
文广苑,11000,奉贤,四团,(奉贤四团)鹏贸街37号,121.7227196,30.9408852
长乐一村,11039,崇明,崇明其它,(崇明崇明其它)长乐一村,121.4093828,31.76350222
中学新村,11100,崇明,崇明其它,(崇明崇明其它)长江农场中学新村,121.3666335,31.79260548
佘山新天地休闲广场,11111,松江,佘山,"(松江佘山)桃源路188号, 桃源路238号, 桃源路188弄173号, 桃源路188弄100号",121.1813216,31.10250113
海鸥新村,11115,崇明,崇明其它,(崇明崇明其它)海鸥新村,121.5949229,31.64831842
体北新村,11186,崇明,陈家镇,(崇明陈家镇)体北新村,121.8318635,31.52726561
千灯裕花园,11218,上海周边,昆山,"(上海周边昆山)汉昆路518号, 汉昆路458号",120.9566196,31.3877651
明华一村,11220,崇明,崇明其它,(崇明崇明其它)明华一村,121.5352821,31.67420649
佘山新天地(公寓),11261,松江,佘山,(松江佘山)桃源路178号,121.1813809,31.10243952
世茂蝶湖湾花园,11320,上海周边,昆山,(上海周边昆山)新南中路288号,120.9583192,31.341185
鸿音广场,11353,浦东,泥城镇,"(浦东泥城镇)南芦公路1755弄76号（B座）, 南芦公路1755弄60号（A座）, 南芦公路1755弄68号",121.8151738,30.91210971
朝阳新村,11363,奉贤,青村,(奉贤青村)朝阳新村（朝阳新邨）,121.5718484,30.93202667
星光耀商业广场,11406,上海周边,苏州,(上海周边苏州)姑苏区虎池路1583号,120.5433827,31.35657533
亚新生活广场,11440,普陀,长寿路,(普陀长寿路)长寿路401、401甲号,121.4329531,31.24088948
界河新村,11442,崇明,崇明其它,(崇明崇明其它)新海农场界河新村,121.3189173,31.81771644
亿丰商务楼,11474,奉贤,青村,(奉贤青村)南奉公路6111弄,121.5088185,30.92152474
九州世贸,11512,松江,泗泾,(松江泗泾)长浜路501弄,121.2677015,31.09928929
洪中新村,11519,崇明,崇明其它,(崇明崇明其它)洪中新村,121.366254,31.79457462
长乐二村,11523,崇明,崇明其它,(崇明崇明其它)长乐二村,121.4121884,31.76382172
景展家园,11534,金山,廊下,(金山廊下)春虹路208弄,121.189107,30.79914308
海燕新村(崇明),11551,崇明,崇明其它,(崇明崇明其它)海燕新村,121.5975604,31.64329646
立新中路29支弄,11578,奉贤,南桥,(奉贤南桥)立新中路29支弄,121.455294,30.91522157
中心路162弄,11640,金山,亭林,(金山亭林)中心路162弄,121.2334759,30.89368843
幸福宜居,11855,浦东,宣桥,(浦东宣桥)汇成路1245弄,121.6962267,31.03747057
临潮二村,11875,金山,石化,(金山石化)临潮二村,121.3467014,30.7189799
东风农场杨南新村,11897,崇明,崇明其它,(崇明崇明其它)东风农场杨南新村,121.4462736,31.70442281
新苑新村,11942,崇明,崇明其它,(崇明崇明其它)新苑新村（原新海农场新园新村）,121.2983936,31.81919249
廊下新村,11952,金山,廊下,(金山廊下)廊下新村,121.1887117,30.79564316
东街32弄,11971,金山,石化,(金山石化)东街32弄,121.3367418,30.73563241
丽水名邸,12100,上海周边,昆山,(上海周边昆山)香榭丽大道333弄,121.1029029,31.28578826
嘉定新城,12122,嘉定,嘉定老城,(嘉定嘉定老城)嘉定新城,121.2399934,31.36055335
绿地漕泾新苑,12140,金山,漕泾,"(金山漕泾)富漕路461弄,富漕路460弄",121.4003458,30.79987586
明华二村,12244,崇明,崇明其它,(崇明崇明其它)明华二村,121.5348505,31.67323072
香樟小筑,12276,闵行,老闵行,(闵行老闵行)江川路633弄,121.3996466,31.00232843
果园新村(金山),12385,金山,张堰,"(金山张堰)干巷镇果园新村, （吕巷镇果园新村）",121.2315712,30.82172956
干溪街20弄,12396,金山,吕巷,(金山吕巷)干溪街20弄,121.2323806,30.83246789
保利五月花,12463,嘉定,菊园新区,"(嘉定菊园新区)胜竹路1828弄, 胜竹路1774弄",121.2525632,31.40666847
泖溪苑,12500,青浦,朱家角,(青浦朱家角)泖溪路58弄,121.0555366,31.07245929
洪南路214弄,12555,奉贤,奉城,(奉贤奉城)洪南路214弄,121.6879133,30.92682503
花园新村,12723,浦东,老港镇,(浦东老港镇)花园新村,121.836239,31.0410304
毛纺新村,12741,崇明,崇明其它,(崇明崇明其它)红星农场毛纺新村,121.5411595,31.67508084
常发豪郡花园,12746,上海周边,昆山,(上海周边昆山)星圃路228号,121.0048693,31.40099804
温宿路72弄,12784,嘉定,嘉定老城,(嘉定嘉定老城)温宿路72弄,121.2410647,31.38895651
钱富一村,12792,金山,金山,(金山金山)钱富路4号,121.2452307,30.77820996
燎北村,12840,奉贤,海湾,(奉贤海湾)燎北村,121.6288173,30.87315387
蓝滨嘉苑,12976,金山,吕巷,(金山吕巷)荣昌路258弄,121.2273794,30.83562402
牡丹新村(金山),13038,金山,张堰,(金山张堰)牡丹新村,121.2932565,30.80336834
莲花小区,13142,青浦,金泽,(青浦金泽)练西路2755弄,120.9838944,31.05062585
松隐大街363弄,13291,金山,亭林,(金山亭林)松隐大街363弄,121.2334376,30.89314594
创欣名苑,13352,金山,枫泾,(金山枫泾)泾宾路535弄,121.0226301,30.89320182
金上海生活广场,13432,金山,朱泾,(金山朱泾)金龙新街558号,121.161822,30.88794022
中港一村,13446,奉贤,海湾,(奉贤海湾)中港一村,121.7338944,30.86788286
幸福时光,13461,金山,吕巷,(金山吕巷)田欢路255弄,121.1854228,30.83042614
市中路72弄,13470,金山,亭林,(金山亭林)市中路72弄,121.3323799,30.84675798
堡镇中路355弄,13499,崇明,堡镇,(崇明堡镇)堡镇中路355弄,121.6146347,31.53810043
南溪二村,13510,金山,廊下,(金山廊下)南溪二村,121.1706644,30.82720036
嘉业阳光城,13537,上海周边,嘉兴,(上海周边嘉兴)嘉善晋吉路61号,120.9599606,30.84708257
燎原场部,13540,奉贤,海湾,(奉贤海湾)燎原农场燎原场部,121.637762,30.8663196
钱桥家园,13616,奉贤,青村,(奉贤青村)奉柘公路3235弄,121.5366901,30.87057294
嘉莲华国际商业广场,13684,嘉定,江桥,(嘉定江桥)曹安路2188号,121.3394088,31.26266415
德秀苑,13690,上海周边,昆山,(上海周边昆山)秀园路288号,120.9430086,31.17490456
长江二村,13698,崇明,崇明其它,(崇明崇明其它)长江二村,121.5330543,31.6776961
红湖小区,13721,嘉定,安亭,(嘉定安亭)和静路1188弄,121.1547167,31.30329603
毕加索花园小镇,13750,金山,张堰,"(金山张堰)康德路358弄, 东贤路289弄, 康德路359弄",121.2936764,30.80150515
唐城街25弄,13778,奉贤,奉城,(奉贤奉城)唐城街25弄,121.6917413,30.92985775
昆阳路362弄,13808,闵行,老闵行,(闵行老闵行)昆阳路362弄,121.3696079,30.99762373
汇领商墅,13832,浦东,川沙,(浦东川沙)鹿达路38号,121.6919567,31.10862497
向民新村,13873,崇明,崇明其它,"(崇明崇明其它)向民路328弄, 向民路332号",121.7150231,31.52354033
金城花园,13889,上海周边,昆山,(上海周边昆山)金城花园,120.9783991,31.38725235
五四农场海城5区,13899,奉贤,海湾,(奉贤海湾)五四农场海城5区,121.7243401,30.86541505
平福路1271弄,13908,奉贤,四团,(奉贤四团)平福路1271弄,121.7245752,30.89826851
桂林新村,13937,崇明,崇明其它,(崇明崇明其它)桂林新村,121.533848,31.67052267
申丰新村,14039,奉贤,奉城,(奉贤奉城)申丰新村,121.6452979,30.91376789
燎原二村,14093,奉贤,海湾,(奉贤海湾)燎原农场燎原二村,121.652068,30.86129388
兰郡九里,14121,嘉定,外冈,(嘉定外冈)百安公路2999弄,121.1681198,31.35625076
飞虹南村,14173,金山,金山,(金山金山)飞虹南村,121.3122117,30.72821904
育绿小区,14174,嘉定,马陆,(嘉定马陆)育绿路301弄,121.2881897,31.34246286
致富路2弄,14181,金山,漕泾,(金山漕泾)致富路2弄,121.4077931,30.79546507
惠城大厦,14183,浦东,惠南,(浦东惠南)城东路2号,121.7591944,31.04659846
开江中路329号,14184,松江,泗泾,(松江泗泾)开江中路329号,121.2723709,31.11352103
东大村K区,14203,奉贤,奉城,(奉贤奉城)洪庙路247弄,121.6875731,30.92820708
洪卫新村,14252,奉贤,海湾,(奉贤海湾)洪卫新村10号,121.6872866,30.87486518
唐城街9号,14271,奉贤,奉城,(奉贤奉城)唐城街9号,121.6887496,30.92944089
真建花苑,14285,普陀,真光,"(普陀真光)桃浦路2055弄,桃浦路1925弄",121.3570355,31.26593468
罗店塘东街2号,14364,宝山,罗店,(宝山罗店)罗店塘东街2号,121.3440863,31.41959849
赵中路31弄,14385,青浦,白鹤,(青浦白鹤)赵中路31弄,121.0769129,31.25530487
平苑小区,14426,奉贤,四团,(奉贤四团)安居路58弄,121.7317888,30.89856935
五四农场洪卫新村,14506,奉贤,海湾,(奉贤海湾)五四农场洪卫新村,121.6872805,30.87530319
盘龙小区(洪庙),14516,奉贤,奉城,(奉贤奉城)盘龙小区(川南奉公路8659号),121.6881733,30.93267425
卫零路548弄,14516,金山,石化,(金山石化)卫零路548弄,121.3331848,30.72934079
燎原农场燎北村,14544,奉贤,海湾,(奉贤海湾)燎原农场燎北村,121.6347842,30.87129553
尚都国际酒店公寓,14624,嘉定,安亭,(嘉定安亭)安驰路509弄,121.1659921,31.28546309
中城花园虹梅苑,14634,上海周边,昆山,(上海周边昆山)中城花园虹梅苑,121.1309367,31.30281241
锦绣公寓(奉贤),14653,奉贤,南桥,"(奉贤南桥)江海路182号,锦绣公寓",121.4550799,30.90565535
城西花苑,14709,金山,金山,(金山金山)北泰路318弄,121.3110241,30.73156055
蒸裕路57弄,14710,青浦,练塘,(青浦练塘)蒸裕路57弄,121.0230795,30.97841791
大盈镇信用社职工大楼,14768,青浦,香花桥,(青浦香花桥)大盈镇信用社职工大楼,121.0880997,31.21444888
武夷路728号,14845,长宁,中山公园,(长宁中山公园)武夷路728号,121.4106818,31.21447426
青安路256号,14904,青浦,夏阳,(青浦夏阳)青安路256号,121.1129785,31.15435004
通达广场,14925,上海周边,昆山,(上海周边昆山)和丰路333号,121.1445843,31.28830327
燎原北村,14966,奉贤,海湾,(奉贤海湾)燎钦公路110号,121.6328511,30.87174577
嘉莲华商住酒店式公寓(商业类),15000,嘉定,江桥,(嘉定江桥)曹安公路2266号（曹安路2266号）,121.3394089,31.26267067
北蓝天,15000,松江,松江老城,(松江松江老城)荣乐东路19弄,121.253221,31.01922311
品臻园,15032,青浦,朱家角,(青浦朱家角)珠溪路666弄1-35号,121.0419631,31.11698042
江南水郡,15042,上海周边,昆山,(上海周边昆山)西环路13-1号,121.077776,31.30882228
兴隆二村,15086,奉贤,海湾,(奉贤海湾)兴隆二村,121.7279841,30.88025123
五四农场海城2区,15093,奉贤,海湾,(奉贤海湾)五四农场海城2区,121.7242674,30.86765987
佘山假日半岛,15094,松江,佘山,(松江佘山)城隆路629弄,121.2276204,31.08712147
燎原一村,15140,奉贤,海湾,(奉贤海湾)燎原一村,121.6346285,30.8679574
上实虹桥湖畔艺墅,15165,青浦,赵巷,(青浦赵巷)业辉路222弄,121.2214925,31.14579556
清河路177号,15232,嘉定,嘉定老城,(嘉定嘉定老城)清河路177号,121.2377732,31.38327359
万春苑,15232,金山,金山,(金山金山)漕廊公路6825弄,121.2177238,30.79044465
胡桥苑,15268,奉贤,柘林,(奉贤柘林)胡桥苑,121.4243854,30.83559397
康兴苑,15278,金山,吕巷,(金山吕巷)康兴路150弄,121.1767601,30.8309728
广粤路289弄,15310,虹口,凉城,(虹口凉城)广粤路289弄,121.4611425,31.28929541
新春苑,15312,金山,枫泾,(金山枫泾)枫阳路1811弄,120.9903661,30.90128548
舒活公寓,15317,上海周边,昆山,(上海周边昆山)昆山市花桥镇海晨路5号,121.092463,31.29683417
运河新村(洪庙),15328,奉贤,奉城,(奉贤奉城)运河新村,121.6819088,30.9230294
奉炮公路257弄,15329,奉贤,海湾,"(奉贤海湾)奉炮公路257弄（全信商住楼）, （奉炮公路251号）",121.5216814,30.83456973
娜欧佳苑,15331,奉贤,奉城,(奉贤奉城)兰博路2819弄,121.6444042,30.90676371
阳光美郡,15331,金山,吕巷,(金山吕巷)建新大街36弄,121.1854,30.8294236
古树园,15349,松江,松江新城,(松江松江新城)沪淞路211号,121.2370192,31.02671817
南溪一村,15358,金山,廊下,(金山廊下)溪南路4478号,121.1710686,30.82720941
江桥老街生活大院,15440,嘉定,江桥,"(嘉定江桥)华江路100号, 虞姬墩路505号",121.3387082,31.25725032
古镇花苑,15444,松江,泗泾,(松江泗泾)开江西路486弄,121.268435,31.11280321
嘉戬支路120弄,15476,嘉定,马陆,(嘉定马陆)嘉戬支路120弄,121.2913428,31.37926244
玉兰新村,15476,金山,山阳,(金山山阳)玉兰新村,121.363443,30.76745458
南湾新村,15478,浦东,大团镇,(浦东大团镇)南三支路139弄,121.7335611,30.97169265
保利·西塘越,15496,上海周边,嘉兴,(上海周边嘉兴)嘉善县西塘古镇宏盛路58号,120.8960563,30.93294492
新开河路458号,15539,崇明,崇明其它,(崇明崇明其它)新开河路458号,121.523773,31.5825534
绿地峰汇,15555,浦东,惠南,(浦东惠南)城南路168弄,121.7453282,31.04195484
海城花苑,15625,奉贤,海湾,(奉贤海湾)五四公路1318号,121.7244651,30.86682532
海畔家园(二期),15637,奉贤,柘林,(奉贤柘林)苍工路295弄,121.4625829,30.82902146
中建公元壹号(商业类),15664,奉贤,奉城,"(奉贤奉城)兰博路1547号, 兰博路1515号",121.6535921,30.91031896
城中东路311号,15695,青浦,夏阳,(青浦夏阳)城中东路311号,121.1148293,31.14822532
银欣花苑(奉贤),15710,奉贤,奉城,"(奉贤奉城)洪庙路163弄, 银欣花苑",121.6858299,30.92788238
芙蓉二村,15742,金山,枫泾,(金山枫泾)芙蓉二村,121.0048015,30.89558224
海图公寓,15751,青浦,金泽,(青浦金泽)宝银路139弄51号,120.9213032,31.11589524
石化十一村,15769,金山,石化,(金山石化)石化十一村,121.3360212,30.7091562
智慧城,15789,上海周边,昆山,(上海周边昆山)花桥镇花安路483号,121.1117585,31.30146394
竹园新村,15803,奉贤,奉城,(奉贤奉城)川南奉公路,121.6383501,30.91405039
五四农场海城3区,15818,奉贤,海湾,(奉贤海湾)五四农场海城3区,121.7242142,30.86621129
恒大海上威尼斯,15860,上海周边,太仓,(上海周边太仓)启东市寅阳镇恒大海上威尼斯,121.2014081,31.61294148
新建中路618号,15867,奉贤,南桥,(奉贤南桥)新建中路618号,121.4514295,30.91870954
美轮新村,15873,浦东,泥城镇,(浦东泥城镇)美轮新村,121.8265927,30.90626531
海岸景苑,15938,奉贤,柘林,(奉贤柘林)新柘东路99弄,121.4745346,30.83251386
清河路115号,15948,嘉定,嘉定老城,(嘉定嘉定老城)清河路115号,121.2412322,31.38490378
东河沿路23号,15948,金山,张堰,(金山张堰)东河沿路23号,121.293256,30.80336931
五四农场海城4区,16063,奉贤,海湾,(奉贤海湾)五四农场海城4区,121.7228184,30.86589506
天霖阁,16071,嘉定,嘉定新城,(嘉定嘉定新城)沪宜公路2588号,121.2738311,31.34499328
保利梧桐语(商业类),16083,嘉定,马陆,(嘉定马陆)嘉戬公路265号,121.2710434,31.37869638
鹤祥路181弄,16099,青浦,白鹤,(青浦白鹤)鹤祥路181弄,121.144283,31.25681261
可逸兰亭,16101,上海周边,昆山,(上海周边昆山)可逸兰亭苑,121.0692535,31.31053142
石化一村,16122,金山,石化,(金山石化)石化一村,121.3342377,30.71365663
泥城路12弄,16122,浦东,泥城镇,(浦东泥城镇)泥城路12弄,121.826312,30.9060349
昌吉路244号,16146,嘉定,安亭,(嘉定安亭)昌吉路244号,121.1529102,31.29724574
海燕苑,16151,浦东,惠南,(浦东惠南)工农南路196弄,121.7533531,31.04844477
五四农场兴隆新村,16159,奉贤,海湾,(奉贤海湾)兴隆新村,121.7286208,30.88101087
孙桥路428弄,16176,浦东,张江,(浦东张江)孙桥路428弄,121.6265896,31.18010891
马陆街157号,16216,嘉定,嘉定新城,(嘉定嘉定新城)马陆街157号,121.280013,31.33467885
城中路78弄,16226,嘉定,嘉定老城,(嘉定嘉定老城)城中路78弄,121.2429505,31.38421348
海韵馨苑,16234,奉贤,柘林,(奉贤柘林)联业路859弄,121.4838243,30.84075957
柳梁路55弄,16289,嘉定,菊园新区,(嘉定菊园新区)柳梁路55弄,121.2242408,31.37914307
西街17号,16319,闵行,马桥,(闵行马桥)西街17号,121.3642651,31.03215986
白石路2659弄,16329,青浦,白鹤,(青浦白鹤)白石路2659弄,121.0796855,31.25636831
乐怡苑(奉贤),16341,奉贤,柘林,(奉贤柘林)胡桥路477弄,121.4711221,30.8377453
永和生活广场,16373,嘉定,江桥,"(嘉定江桥)靖远路715号, 靖远路717号",121.3303581,31.2562984
信达南郡,16412,上海周边,嘉兴,(上海周边嘉兴)余新镇信达南郡,120.7997842,30.67101195
底特律财富天地,16475,嘉定,安亭,"(嘉定安亭)曹安公路5588号,曹安公路5616号",121.1572005,31.29113861
滨海二村,16508,金山,金山,(金山金山)滨海二村,121.321122,30.7310933
富力湾,16509,上海周边,昆山,(上海周边昆山)万园路88弄,120.9945114,31.17306131
校南新村,16529,奉贤,庄行,(奉贤庄行)校南新村,121.3944145,30.9056038
康发新苑,16563,金山,枫泾,(金山枫泾)强兴路36弄,121.0725754,30.87250415
新洲小区,16574,金山,朱泾,(金山朱泾)贸易南路239弄,121.2050269,30.88974217
南桥路303弄,16578,奉贤,南桥,(奉贤南桥)南桥路303弄,121.450179,30.91749233
建元景苑,16583,金山,金山,(金山金山)建元路138弄,121.2485309,30.78383293
中港三村,16587,奉贤,海湾,(奉贤海湾)中港三村,121.7284862,30.86712886
YOHO街区,16598,嘉定,江桥,"(嘉定江桥)海波路623号, 海波路619号",121.331558,31.26947726
富源花苑,16600,崇明,崇明其它,(崇明崇明其它)唐家湾路369弄,121.5147784,31.58086482
方舟时代广场,16620,嘉定,马陆,"(嘉定马陆)澄浏中路3128弄, 澄浏中路3148号, 澄浏中路3106号, 仓场东路372号, 仓场东路358号, 澄浏中路3198弄",121.2726696,31.38982829
目华新村,16649,奉贤,柘林,"(奉贤柘林)苍工路70号,苍工路158弄",121.4651679,30.83274354
安东新村,16666,金山,张堰,(金山张堰)安东新村,121.2928999,30.8064187
绿舟星城,16729,崇明,崇明其它,(崇明崇明其它)新开河路800弄,121.523164,31.58080352
谷阳南路2号,16750,松江,松江老城,(松江松江老城)谷阳南路2号,121.2332338,31.00534864
石化六村,16759,金山,石化,(金山石化)石化六村,121.340517,30.71561521
天都华庭,16768,金山,亭林,"(金山亭林)亭升路616弄1-24号, 亭学路109弄",121.3163925,30.89270718
城大新村,16803,奉贤,奉城,(奉贤奉城)城大新村,121.6415972,30.91270501
禹洲城市广场,16862,浦东,书院镇,"(浦东书院镇)船山街49弄, 老芦公路895号, 老芦公路857号",121.862249,30.97663008
人民中路104弄,16868,奉贤,南桥,(奉贤南桥)人民中路104弄,121.4552248,30.91503465
威海别墅,16883,静安,南京西路,(静安南京西路)威海路727弄,121.4534757,31.22755419
嘉唐公路2570弄,16923,嘉定,华亭,(嘉定华亭)嘉唐公路2570弄,121.2375814,31.46344414
上置美兰优湖,16951,宝山,罗店,(宝山罗店)美丹路222号,121.3465311,31.40346798
松汇中路948弄,16973,松江,松江老城,(松江松江老城)松汇中路948弄,121.2217849,31.00584306
恒信家园,17034,金山,亭林,"(金山亭林)恒顺路215弄,恒顺路216弄",121.3338939,30.85451139
隆亭家园,17038,金山,亭林,(金山亭林)南亭公路6985弄,121.3104172,30.87740383
隆安大楼,17047,金山,石化,(金山石化)金山区石化隆安大楼,121.3350274,30.71565413
一新街89号,17058,奉贤,庄行,(奉贤庄行)奉贤区庄行镇一新街89号,121.3925099,30.90793318
新建新村,17091,金山,亭林,(金山亭林)华亭路50弄,121.3095275,30.88607141
盈港新村万寿桥商住楼,17115,青浦,盈浦,(青浦盈浦)淀湖路25弄,121.099,31.15430638
留溪佳园,17121,金山,张堰,(金山张堰)松金公路2800弄,121.2884638,30.81322925
中茂世纪财富广场,17122,嘉定,徐行,(嘉定徐行)汇源路218弄,121.2008134,31.41892482
禹洲商业广场,17155,浦东,惠南,"(浦东惠南)沪南公路9936弄, 沪南公路9928号, 沪南公路9900号",121.7342013,31.04199157
新影路506-522号(双),17174,崇明,崇明其它,"(崇明崇明其它)新影路514号, 新影路518号, 新影路522号",121.5200007,31.58101283
飞虹北村,17174,金山,金山,(金山金山)飞虹北村,121.3122935,30.72930736
万达广场(松江),17179,松江,松江大学城,"(松江松江大学城)广富林路658弄, 光星路1578号, 光星路1600号, 光星路1550号, 光星路1552号, 光星路1556号, 光星路1558号, 光星路1560号, 光星路1562号, 光星路1564号, 光星路1566号, 光星路1568号, 光星路1570号, 光星路1572号, 光星路1576号, 光星路1580号, 光星路1582号, 光星路1586号, 光星路1588号, 光星路1590号, 光星路1592号, 光星路1596号, 光星路1598号, 光星路1602号, 光星路160",121.2373253,31.06074861
新建西路30号,17194,奉贤,南桥,(奉贤南桥)新建西路30号,121.4495745,30.91841445
汇南村,17276,浦东,惠南,(浦东惠南)汇南村,121.7400714,31.03758512
石化十二村,17317,金山,石化,(金山石化)象州路5弄,121.3430669,30.71290103
石化十村,17335,金山,石化,(金山石化)富川路10号,121.3467248,30.71507692
红旗路12弄,17341,奉贤,奉城,(奉贤奉城)红旗路12弄,121.63684,30.94812114
镇中小区,17341,青浦,赵巷,(青浦赵巷)赵中路52弄,121.1902424,31.15438925
紫苑小区,17380,奉贤,奉城,(奉贤奉城)紫苑小区,121.6125022,30.90507681
冷泾南区,17383,奉贤,庄行,(奉贤庄行)冷泾南区24-29号,121.3996598,30.90523367
嘉印象,17406,嘉定,丰庄,"(嘉定丰庄)曹安路1928号, 曹安公路1930弄",121.3563405,31.25654723
芦洋花园,17458,浦东,大团镇,(浦东大团镇)永春西一路169弄,121.7312288,30.9748958
银杏苑(崇明),17474,崇明,崇明其它,(崇明崇明其它)长征农场银杏苑,121.4082819,31.77040279
申凡公寓,17480,奉贤,南桥,(奉贤南桥)申凡公寓,121.454197,30.91225937
协作大厦,17529,黄浦,蓬莱公园,(黄浦蓬莱公园)西藏南路1332号,121.4824843,31.2092929
商华新村,17536,青浦,金泽,(青浦金泽)商周公路28弄,120.9188981,31.11901321
