gml_id,Name_town,layer,code_town,grade,code_front6,Name_county,code_county,houseprice,tot_pop,urban_rat,for_res,male,female,under_14,between_15_64,beyond_65,minor,birth_rate,death_rate,area,pop_dens
layer_township_pg.133,外高桥保税区,乡镇,3.10E+11,4,310115,浦东新区,3.10E+11,24634,,,,,,,,,,,,,
layer_township_pg.116,金桥经济技术开发区,乡镇,3.10E+11,4,310115,浦东新区,3.10E+11,41977.2,,,,,,,,,,,,,
layer_township_pg.134,张江高科技园区,乡镇,3.10E+11,4,310115,浦东新区,3.10E+11,66579.0625,,,,,,,,,,,,,
layer_township_pg.166,石化街道,乡镇,3.10E+11,4,310116,金山区,3.10E+11,19493.15,,,,,,,,,,,,,
layer_township_pg.161,朱泾镇,乡镇,3.10E+11,4,310116,金山区,3.10E+11,24377.07407,,,,,,,,,,,,,
layer_township_pg.163,枫泾镇,乡镇,3.10E+11,4,310116,金山区,3.10E+11,16333.77778,,,,,,,,,,,,,
layer_township_pg.158,张堰镇,乡镇,3.10E+11,4,310116,金山区,3.10E+11,16770.28571,,,,,,,,,,,,,
layer_township_pg.167,亭林镇,乡镇,3.10E+11,4,310116,金山区,3.10E+11,16769.22222,,,,,,,,,,,,,
layer_township_pg.164,吕巷镇,乡镇,3.10E+11,4,310116,金山区,3.10E+11,16136.45455,,,,,,,,,,,,,
layer_township_pg.159,廊下镇,乡镇,3.10E+11,4,310116,金山区,3.10E+11,12019.25,,,,,,,,,,,,,
layer_township_pg.160,金山卫镇,乡镇,3.10E+11,4,310116,金山区,3.10E+11,16615.64286,,,,,,,,,,,,,
layer_township_pg.165,漕泾镇,乡镇,3.10E+11,4,310116,金山区,3.10E+11,13853.25,,,,,,,,,,,,,
layer_township_pg.162,山阳镇,乡镇,3.10E+11,4,310116,金山区,3.10E+11,24187.42105,,,,,,,,,,,,,
layer_township_pg.157,金山工业区,乡镇,3.10E+11,4,310116,金山区,3.10E+11,16458,,,,,,,,,,,,,
layer_township_pg.109,岳阳街道,乡镇,3.10E+11,4,310117,松江区,3.10E+11,33857.42424,,,,,,,,,,,,,
layer_township_pg.107,永丰街道,乡镇,3.10E+11,4,310117,松江区,3.10E+11,37571.70588,,,,,,,,,,,,,
layer_township_pg.100,方松街道,乡镇,3.10E+11,4,310117,松江区,3.10E+11,41644.04348,,,,,,,,,,,,,
layer_township_pg.104,中山街道,乡镇,3.10E+11,4,310117,松江区,3.10E+11,32793.05085,,,,,,,,,,,,,
layer_township_pg.102,泗泾镇,乡镇,3.10E+11,4,310117,松江区,3.10E+11,34974.93548,,,,,,,,,,,,,
layer_township_pg.95,佘山镇,乡镇,3.10E+11,4,310117,松江区,3.10E+11,48124.77778,,,,,,,,,,,,,
layer_township_pg.98,车墩镇,乡镇,3.10E+11,4,310117,松江区,3.10E+11,29262,,,,,,,,,,,,,
layer_township_pg.101,新桥镇,乡镇,3.10E+11,4,310117,松江区,3.10E+11,39859.36765,,,,,,,,,,,,,
layer_township_pg.94,洞泾镇,乡镇,3.10E+11,4,310117,松江区,3.10E+11,30881.88889,,,,,,,,,,,,,
layer_township_pg.108,九亭镇,乡镇,3.10E+11,4,310117,松江区,3.10E+11,43272.97403,,,,,,,,,,,,,
layer_township_pg.96,泖港镇,乡镇,3.10E+11,4,310117,松江区,3.10E+11,,,,,,,,,,,,,,
layer_township_pg.97,石湖荡镇,乡镇,3.10E+11,4,310117,松江区,3.10E+11,,,,,,,,,,,,,,
layer_township_pg.105,新浜镇,乡镇,3.10E+11,4,310117,松江区,3.10E+11,31405,,,,,,,,,,,,,
layer_township_pg.99,叶榭镇,乡镇,3.10E+11,4,310117,松江区,3.10E+11,22167.66667,,,,,,,,,,,,,
layer_township_pg.106,小昆山镇,乡镇,3.10E+11,4,310117,松江区,3.10E+11,,,,,,,,,,,,,,
layer_township_pg.103,松江工业区,乡镇,3.10E+11,4,310117,松江区,3.10E+11,7272,,,,,,,,,,,,,
layer_township_pg.191,夏阳街道,乡镇,3.10E+11,4,310118,青浦区,3.10E+11,29878.12963,,,,,,,,,,,,,
layer_township_pg.194,盈浦街道,乡镇,3.10E+11,4,310118,青浦区,3.10E+11,32204,,,,,,,,,,,,,
layer_township_pg.195,香花桥街道,乡镇,3.10E+11,4,310118,青浦区,3.10E+11,26500.35714,,,,,,,,,,,,,
layer_township_pg.198,朱家角镇,乡镇,3.10E+11,4,310118,青浦区,3.10E+11,28764.70588,,,,,,,,,,,,,
layer_township_pg.197,练塘镇,乡镇,3.10E+11,4,310118,青浦区,3.10E+11,19149.5,,,,,,,,,,,,,
layer_township_pg.192,金泽镇,乡镇,3.10E+11,4,310118,青浦区,3.10E+11,21334.33333,,,,,,,,,,,,,
layer_township_pg.200,赵巷镇,乡镇,3.10E+11,4,310118,青浦区,3.10E+11,38096.92453,,,,,,,,,,,,,
layer_township_pg.193,徐泾镇,乡镇,3.10E+11,4,310118,青浦区,3.10E+11,51050.35632,127900,0.9633,94400,70000,57900,11742,111000,5165,1550,0.00755,0.00639,38.55,3318
layer_township_pg.199,华新镇,乡镇,3.10E+11,4,310118,青浦区,3.10E+11,33341.15789,,,,,,,,,,,,,
layer_township_pg.201,重固镇,乡镇,3.10E+11,4,310118,青浦区,3.10E+11,29939.85714,,,,,,,,,,,,,
layer_township_pg.196,白鹤镇,乡镇,3.10E+11,4,310118,青浦区,3.10E+11,18603.72222,,,,,,,,,,,,,
layer_township_pg.22,南桥镇,乡镇,3.10E+11,4,310120,奉贤区,3.10E+11,27037.78571,,,,,,,,,,,,,
layer_township_pg.17,奉城镇,乡镇,3.10E+11,4,310120,奉贤区,3.10E+11,17027.12121,,,,,,,,,,,,,
layer_township_pg.20,庄行镇,乡镇,3.10E+11,4,310120,奉贤区,3.10E+11,23254.91667,,,,,,,,,,,,,
layer_township_pg.23,金汇镇,乡镇,3.10E+11,4,310120,奉贤区,3.10E+11,28657.5,,,,,,,,,,,,,
layer_township_pg.24,四团镇,乡镇,3.10E+11,4,310120,奉贤区,3.10E+11,16747.25,,,,,,,,,,,,,
layer_township_pg.14,青村镇,乡镇,3.10E+11,4,310120,奉贤区,3.10E+11,16497,,,,,,,,,,,,,
layer_township_pg.18,柘林镇,乡镇,3.10E+11,4,310120,奉贤区,3.10E+11,17483.55556,,,,,,,,,,,,,
layer_township_pg.19,海湾镇,乡镇,3.10E+11,4,310120,奉贤区,3.10E+11,16672.63333,,,,,,,,,,,,,
layer_township_pg.13,奉浦社区,乡镇,3.10E+11,4,310120,奉贤区,3.10E+11,33876.17949,,,,,,,,,,,,,
layer_township_pg.15,上海市奉贤区海湾旅游区,乡镇,3.10E+11,4,310120,奉贤区,3.10E+11,23397.31818,,,,,,,,,,,,,
layer_township_pg.16,金海社区,乡镇,3.10E+11,4,310120,奉贤区,3.10E+11,31592.78571,,,,,,,,,,,,,
layer_township_pg.21,上海海港综合经济开发区,乡镇,3.10E+11,4,310120,奉贤区,3.10E+11,13321.33333,,,,,,,,,,,,,
layer_township_pg.56,城桥镇,乡镇,3.10E+11,4,310151,崇明区,3.10E+11,28344.84211,,,,,,,,,,,,,
layer_township_pg.49,堡镇,乡镇,3.10E+11,4,310151,崇明区,3.10E+11,18594.66667,,,,,,,,,,,,,
layer_township_pg.51,新河镇,乡镇,3.10E+11,4,310151,崇明区,3.10E+11,14850.5,,,,,,,,,,,,,
layer_township_pg.41,庙镇,乡镇,3.10E+11,4,310151,崇明区,3.10E+11,,,,,,,,,,,,,,
layer_township_pg.39,竖新镇,乡镇,3.10E+11,4,310151,崇明区,3.10E+11,7409,,,,,,,,,,,,,
layer_township_pg.45,向化镇,乡镇,3.10E+11,4,310151,崇明区,3.10E+11,13873,,,,,,,,,,,,,
layer_township_pg.44,三星镇,乡镇,3.10E+11,4,310151,崇明区,3.10E+11,,,,,,,,,,,,,,
layer_township_pg.48,港沿镇,乡镇,3.10E+11,4,310151,崇明区,3.10E+11,,,,,,,,,,,,,,
layer_township_pg.52,中兴镇,乡镇,3.10E+11,4,310151,崇明区,3.10E+11,,,,,,,,,,,,,,
layer_township_pg.53,陈家镇,乡镇,3.10E+11,4,310151,崇明区,3.10E+11,29033.125,,,,,,,,,,,,,
layer_township_pg.43,绿华镇,乡镇,3.10E+11,4,310151,崇明区,3.10E+11,,,,,,,,,,,,,,
layer_township_pg.58,港西镇,乡镇,3.10E+11,4,310151,崇明区,3.10E+11,21029.5,,,,,,,,,,,,,
layer_township_pg.47,建设镇,乡镇,3.10E+11,4,310151,崇明区,3.10E+11,38329,,,,,,,,,,,,,
layer_township_pg.50,新海镇,乡镇,3.10E+11,4,310151,崇明区,3.10E+11,10919.35294,,,,,,,,,,,,,
layer_township_pg.54,东平镇,乡镇,3.10E+11,4,310151,崇明区,3.10E+11,12550.53846,,,,,,,,,,,,,
layer_township_pg.46,长兴镇,乡镇,3.10E+11,4,310151,崇明区,3.10E+11,28432,,,,,,,,,,,,,
layer_township_pg.57,新村乡,乡镇,3.10E+11,4,310151,崇明区,3.10E+11,,,,,,,,,,,,,,
layer_township_pg.40,横沙乡,乡镇,3.10E+11,4,310151,崇明区,3.10E+11,22983,,,,,,,,,,,,,
layer_township_pg.38,前卫农场,乡镇,3.10E+11,4,310151,崇明区,3.10E+11,,,,,,,,,,,,,,
layer_township_pg.55,东平林场,乡镇,3.10E+11,4,310151,崇明区,3.10E+11,,,,,,,,,,,,,,
layer_township_pg.42,上实现代农业园区,乡镇,3.10E+11,4,310151,崇明区,3.10E+11,,,,,,,,,,,,,,
layer_township_pg.20408,黎里镇,乡镇,3.21E+11,4,320509,吴江区,3.21E+11,,,,,,,,,,,,,,
layer_township_pg.20475,花桥镇,乡镇,3.21E+11,4,320583,昆山市,3.21E+11,,,,,,,,,,,,,,
layer_township_pg.20469,淀山湖镇,乡镇,3.21E+11,4,320583,昆山市,3.21E+11,,,,,,,,,,,,,,
layer_township_pg.20468,周庄镇,乡镇,3.21E+11,4,320583,昆山市,3.21E+11,,,,,,,,,,,,,,
layer_township_pg.20474,千灯镇,乡镇,3.21E+11,4,320583,昆山市,3.21E+11,,,,,,,,,,,,,,
layer_township_pg.20476,开发区,乡镇,3.21E+11,4,320583,昆山市,3.21E+11,,,,,,,,,,,,,,
layer_township_pg.20409,城厢镇,乡镇,3.21E+11,4,320585,太仓市,3.21E+11,,,,,,,,,,,,,,
layer_township_pg.20415,浏河镇,乡镇,3.21E+11,4,320585,太仓市,3.21E+11,,,,,,,,,,,,,,
layer_township_pg.20416,浮桥镇,乡镇,3.21E+11,4,320585,太仓市,3.21E+11,,,,,,,,,,,,,,
layer_township_pg.20411,经济开发区,乡镇,3.21E+11,4,320585,太仓市,3.21E+11,,,,,,,,,,,,,,
layer_township_pg.20410,科教新城,乡镇,3.21E+11,4,320585,太仓市,3.21E+11,,,,,,,,,,,,,,
layer_township_pg.19309,惠萍镇,乡镇,3.21E+11,4,320681,启东市,3.21E+11,,,,,,,,,,,,,,
layer_township_pg.19311,寅阳镇,乡镇,3.21E+11,4,320681,启东市,3.21E+11,,,,,,,,,,,,,,
layer_township_pg.19316,启隆乡,乡镇,3.21E+11,4,320681,启东市,3.21E+11,,,,,,,,,,,,,,
layer_township_pg.19397,海永乡,乡镇,3.21E+11,4,320684,海门市,3.21E+11,,,,,,,,,,,,,,
layer_township_pg.19387,海门市经济技术开发区,乡镇,3.21E+11,4,320684,海门市,3.21E+11,,,,,,,,,,,,,,
layer_township_pg.19393,海门市临江新区管理委员会,乡镇,3.21E+11,4,320684,海门市,3.21E+11,,,,,,,,,,,,,,
layer_township_pg.19390,三厂工业园区,乡镇,3.21E+11,4,320684,海门市,3.21E+11,,,,,,,,,,,,,,
layer_township_pg.27561,魏塘街道,乡镇,3.30E+11,4,330421,嘉善县,3.30E+11,,,,,,,,,,,,,,
layer_township_pg.27565,惠民街道,乡镇,3.30E+11,4,330421,嘉善县,3.30E+11,,,,,,,,,,,,,,
layer_township_pg.27563,西塘镇,乡镇,3.30E+11,4,330421,嘉善县,3.30E+11,,,,,,,,,,,,,,
layer_township_pg.27567,姚庄镇,乡镇,3.30E+11,4,330421,嘉善县,3.30E+11,,,,,,,,,,,,,,
layer_township_pg.27575,新埭镇,乡镇,3.30E+11,4,330482,平湖市,3.30E+11,,,,,,,,,,,,,,
layer_township_pg.27571,新仓镇,乡镇,3.30E+11,4,330482,平湖市,3.30E+11,,,,,,,,,,,,,,
layer_township_pg.27574,广陈镇,乡镇,3.30E+11,4,330482,平湖市,3.30E+11,,,,,,,,,,,,,,
layer_township_pg.27577,独山港镇,乡镇,3.30E+11,4,330482,平湖市,3.30E+11,,,,,,,,,,,,,,
